filename,width,height,class,xmin,ymin,xmax,ymax
masked (1539).jpg,640,480,with_mask,350,107,531,328
masked (1540).jpg,1200,587,with_mask,584,181,705,286
masked (1540).jpg,1200,587,with_mask,933,111,1076,231
masked (1540).jpg,1200,587,with_mask,706,351,834,472
masked (1541).jpg,749,499,with_mask,41,100,201,243
masked (1541).jpg,749,499,with_mask,297,61,453,234
masked (1541).jpg,749,499,with_mask,528,89,717,239
masked (1541).jpg,749,499,with_mask,516,328,690,493
masked (1541).jpg,749,499,with_mask,304,317,444,473
masked (1541).jpg,749,499,with_mask,49,312,208,461
masked (1542).jpg,1066,1600,with_mask,486,308,643,582
masked (1543).jpg,1191,489,with_mask,341,151,484,304
masked (1543).jpg,1191,489,with_mask,644,145,824,335
masked (1543).jpg,1191,489,with_mask,495,282,657,447
masked (1544).jpg,1280,720,with_mask,445,198,828,561
masked (1545).jpg,736,616,with_mask,220,161,362,335
masked (1545).jpg,736,616,with_mask,479,197,613,370
masked (1546).jpg,400,400,with_mask,139,65,295,258
masked (1547).jpg,300,300,with_mask,30,35,148,190
masked (1548).jpg,2364,2365,with_mask,1120,577,1725,1622
masked (1549).jpg,615,409,with_mask,25,58,103,137
masked (1549).jpg,615,409,with_mask,229,107,289,175
masked (1549).jpg,615,409,with_mask,462,187,544,274
masked (1549).jpg,615,409,with_mask,295,216,423,345
masked (1549).jpg,615,409,with_mask,91,240,236,367
masked (1549).jpg,615,409,with_mask,199,58,232,97
masked (1549).jpg,615,409,without_mask,485,42,559,132
masked (1549).jpg,615,409,with_mask,574,59,614,148
masked (1549).jpg,615,409,with_mask,580,70,614,153
masked (1550).jpg,1500,977,with_mask,733,150,1044,453
masked (1551).jpg,419,276,with_mask,135,62,318,240
masked (1552).jpg,1060,810,with_mask,275,224,745,726
masked (1553).jpg,3500,2334,with_mask,220,1586,444,1824
masked (1553).jpg,3500,2334,with_mask,1357,1392,1579,1672
masked (1553).jpg,3500,2334,with_mask,2081,1422,2300,1694
masked (1553).jpg,3500,2334,with_mask,1649,1452,1909,1793
masked (1553).jpg,3500,2334,with_mask,2670,1486,2884,1811
masked (1553).jpg,3500,2334,with_mask,3234,1467,3450,1800
masked (1553).jpg,3500,2334,with_mask,785,1418,1010,1706
masked (1554).jpg,1024,576,with_mask,15,105,390,571
masked (1554).jpg,1024,576,with_mask,415,151,785,442
masked (1555).jpg,600,413,with_mask,173,132,219,177
masked (1555).jpg,600,413,with_mask,495,166,535,207
masked (1555).jpg,600,413,with_mask,335,247,360,278
masked (1555).jpg,600,413,with_mask,266,230,288,261
masked (1556).jpg,759,422,with_mask,195,142,287,238
masked (1556).jpg,759,422,with_mask,294,125,411,237
masked (1556).jpg,759,422,with_mask,451,122,544,245
masked (1557).jpg,850,995,with_mask,189,296,691,924
masked (1558).jpg,218,218,with_mask,30,64,132,190
masked (1559).jpg,1100,619,with_mask,302,130,631,412
masked (1560).jpg,553,369,with_mask,230,62,320,161
masked (1560).jpg,553,369,with_mask,229,29,313,172
masked (1561).jpg,634,425,with_mask,168,78,261,167
masked (1561).jpg,634,425,with_mask,449,61,533,160
masked (1562).jpg,1190,595,with_mask,293,3,956,589
masked (1563).jpg,700,700,with_mask,114,83,576,588
masked (1564).jpg,350,350,with_mask,70,61,280,334
masked (1565).jpg,800,800,with_mask,8,199,304,581
masked (1566).jpg,2048,1536,with_mask,534,198,1398,1342
masked (1567).jpg,500,333,with_mask,250,56,359,158
masked (1568).jpg,1280,720,with_mask,583,257,878,583
masked (1569).jpg,647,404,with_mask,230,37,471,296
masked (1570).jpg,1024,576,with_mask,352,230,490,370
masked (1570).jpg,1024,576,with_mask,455,79,550,168
masked (1570).jpg,1024,576,with_mask,595,95,696,198
masked (1570).jpg,1024,576,with_mask,743,81,818,160
masked (1570).jpg,1024,576,with_mask,789,207,871,304
masked (1570).jpg,1024,576,with_mask,950,111,1021,201
masked (1570).jpg,1024,576,with_mask,1,71,81,174
masked (1570).jpg,1024,576,with_mask,203,82,292,192
masked (1570).jpg,1024,576,with_mask,81,194,181,304
masked (1571).jpg,800,800,with_mask,104,182,420,653
masked (1571).jpg,800,800,with_mask,463,355,757,693
masked (1572).jpg,1200,630,with_mask,254,23,831,570
masked (1573).jpg,620,348,with_mask,80,70,270,308
masked (1574).jpg,780,350,with_mask,120,111,247,247
masked (1574).jpg,780,350,with_mask,330,188,475,313
masked (1574).jpg,780,350,with_mask,521,155,651,281
masked (1575).jpg,530,405,with_mask,222,122,494,402
masked (1576).jpg,1000,1000,with_mask,112,27,873,771
masked (1577).jpg,800,800,with_mask,257,201,588,569
masked (1578).jpg,667,1000,with_mask,235,389,466,661
masked (1579).jpg,1100,619,with_mask,511,202,702,463
masked (1580).jpg,1280,720,with_mask,280,149,519,428
masked (1581).jpg,1000,1000,with_mask,377,216,727,631
masked (1582).jpg,672,504,with_mask,241,146,342,285
masked (1582).jpg,672,504,with_mask,446,168,556,313
masked (1583).jpg,1300,1390,with_mask,535,458,806,766
masked (1584).jpg,500,500,with_mask,110,88,362,399
masked (1585).jpg,1280,720,with_mask,330,189,723,660
masked (1586).jpg,1160,774,with_mask,258,82,938,746
masked (1587).jpg,1280,720,with_mask,107,101,485,539
masked (1587).jpg,1280,720,with_mask,858,126,1189,516
masked (1588).jpg,1200,800,with_mask,538,22,812,305
masked (1589).jpg,900,600,with_mask,441,119,789,552
masked (1590).jpg,1024,683,with_mask,406,185,620,413
masked (1591).jpg,475,630,with_mask,44,196,388,554
masked (1592).jpg,1600,998,with_mask,499,218,902,707
masked (1593).jpg,648,326,with_mask,79,3,460,319
masked (1594).jpg,800,600,with_mask,44,149,114,214
masked (1594).jpg,800,600,with_mask,176,75,256,158
masked (1594).jpg,800,600,with_mask,328,115,410,198
masked (1594).jpg,800,600,with_mask,564,67,696,196
masked (1595).jpg,800,450,with_mask,432,42,642,292
masked (1596).jpg,1600,1143,with_mask,385,310,1339,1139
masked (1597).jpg,1280,720,with_mask,590,319,791,535
masked (1597).jpg,1280,720,with_mask,450,290,567,434
masked (1597).jpg,1280,720,with_mask,61,344,264,552
masked (1597).jpg,1280,720,with_mask,1140,251,1242,366
masked (1597).jpg,1280,720,with_mask,953,227,1036,322
masked (1597).jpg,1280,720,with_mask,819,256,906,351
masked (1597).jpg,1280,720,with_mask,609,153,659,236
masked (1598).jpg,1200,800,with_mask,414,230,850,695
masked (1599).jpg,1200,675,with_mask,494,218,754,526
masked (1599).jpg,1200,675,with_mask,108,297,343,516
masked (1600).jpg,1280,720,with_mask,570,215,770,410
masked (1601).jpg,2560,1440,with_mask,939,447,1802,1288
masked (1602).jpg,540,405,with_mask,86,5,451,385
masked (1603).jpg,696,313,with_mask,242,61,431,284
masked (1604).jpg,744,389,with_mask,320,59,547,327
masked (1605).jpg,1600,900,with_mask,78,205,272,383
masked (1605).jpg,1600,900,with_mask,648,107,800,253
masked (1605).jpg,1600,900,with_mask,1236,198,1441,381
masked (1605).jpg,1600,900,with_mask,300,173,414,292
masked (1605).jpg,1600,900,with_mask,481,215,560,288
masked (1606).jpg,1024,576,with_mask,243,192,499,473
masked (1607).jpg,615,769,with_mask,21,272,295,503
masked (1608).jpg,1280,720,with_mask,581,40,1056,650
masked (1609).jpg,500,500,with_mask,100,258,279,461
masked (1609).jpg,500,500,with_mask,270,139,452,339
masked (1610).jpg,500,334,with_mask,34,45,127,148
masked (1610).jpg,500,334,with_mask,216,59,282,113
masked (1610).jpg,500,334,with_mask,411,85,482,155
masked (1610).jpg,500,334,with_mask,222,144,302,235
masked (1611).jpg,1024,789,with_mask,151,222,516,654
masked (1612).jpg,1500,750,with_mask,555,152,678,285
masked (1613).jpg,2000,1333,with_mask,780,278,1134,636
masked (1614).jpg,1440,907,with_mask,290,42,665,447
masked (1614).jpg,1440,907,with_mask,856,135,1169,462
masked (1615).jpg,634,973,with_mask,168,237,408,527
masked (1616).jpg,2000,1250,with_mask,634,285,1484,1138
masked (1617).jpg,1024,977,with_mask,372,183,685,554
masked (1618).jpg,928,523,with_mask,161,98,322,239
masked (1618).jpg,928,523,with_mask,596,109,810,341
masked (1619).jpg,490,387,with_mask,157,131,276,267
masked (1620).jpg,1200,800,with_mask,403,216,868,678
masked (1621).jpg,750,445,with_mask,149,42,572,424
masked (1622).jpg,867,650,with_mask,217,84,741,646
masked (1623).jpg,780,439,with_mask,177,21,663,435
masked (1624).jpg,1280,720,with_mask,152,240,258,362
masked (1624).jpg,1280,720,with_mask,307,188,410,301
masked (1624).jpg,1280,720,with_mask,670,132,815,307
masked (1624).jpg,1280,720,with_mask,997,159,1111,313
masked (1625).jpg,730,410,with_mask,104,4,596,406
masked (1626).jpg,660,880,with_mask,304,186,451,420
masked (1627).jpg,1024,578,with_mask,271,180,363,282
masked (1627).jpg,1024,578,with_mask,435,158,520,251
masked (1627).jpg,1024,578,with_mask,663,138,764,253
masked (1627).jpg,1024,578,with_mask,942,100,1022,230
masked (1628).jpg,964,979,with_mask,429,289,856,799
masked (1629).jpg,2000,1156,with_mask,392,130,670,450
masked (1629).jpg,2000,1156,with_mask,924,231,1216,493
masked (1629).jpg,2000,1156,with_mask,1340,196,1636,501
masked (1630).jpg,800,533,with_mask,237,178,375,354
masked (1630).jpg,800,533,with_mask,523,100,708,341
masked (1631).jpg,460,276,with_mask,261,45,331,113
masked (1631).jpg,460,276,with_mask,145,114,223,190
masked (1631).jpg,460,276,with_mask,4,195,89,274
masked (1631).jpg,460,276,with_mask,29,27,84,83
masked (1631).jpg,460,276,with_mask,135,33,187,80
masked (1632).jpg,1280,720,with_mask,290,33,373,114
masked (1632).jpg,1280,720,with_mask,64,106,143,185
masked (1632).jpg,1280,720,with_mask,8,553,103,664
masked (1632).jpg,1280,720,with_mask,111,483,207,583
masked (1632).jpg,1280,720,with_mask,188,419,256,513
masked (1632).jpg,1280,720,with_mask,305,229,387,321
masked (1632).jpg,1280,720,with_mask,600,174,679,259
masked (1632).jpg,1280,720,with_mask,783,234,864,315
masked (1632).jpg,1280,720,with_mask,439,601,531,710
masked (1632).jpg,1280,720,with_mask,682,518,774,617
masked (1632).jpg,1280,720,with_mask,622,454,684,533
masked (1632).jpg,1280,720,with_mask,806,36,880,121
masked (1632).jpg,1280,720,with_mask,924,25,998,122
masked (1632).jpg,1280,720,with_mask,1026,2,1093,48
masked (1632).jpg,1280,720,with_mask,1102,104,1184,185
masked (1632).jpg,1280,720,with_mask,1148,364,1239,454
masked (1632).jpg,1280,720,with_mask,579,37,663,117
masked (1632).jpg,1280,720,without_mask,88,191,182,306
masked (1633).jpg,1921,1201,with_mask,497,128,1365,1127
masked (1634).jpg,800,450,with_mask,327,93,638,442
masked (1635).jpg,1200,800,with_mask,648,91,805,288
masked (1636).jpg,1200,675,with_mask,517,186,680,347
masked (1637).jpg,1074,1089,with_mask,170,297,659,842
masked (1638).jpg,750,445,with_mask,116,103,299,326
masked (1639).jpg,600,600,with_mask,218,186,461,525
masked (1640).jpg,1600,900,with_mask,345,99,427,196
masked (1640).jpg,1600,900,with_mask,548,170,636,253
masked (1640).jpg,1600,900,with_mask,329,307,456,431
masked (1640).jpg,1600,900,with_mask,832,230,958,364
masked (1640).jpg,1600,900,with_mask,1139,237,1281,358
masked (1641).jpg,800,474,with_mask,40,9,368,390
masked (1642).jpg,634,478,with_mask,207,130,291,204
masked (1642).jpg,634,478,with_mask,460,33,529,97
masked (1642).jpg,634,478,without_mask,421,48,458,109
masked (1643).jpg,950,460,with_mask,76,47,541,454
masked (1643).jpg,950,460,with_mask,632,37,874,353
masked (1644).jpg,750,445,with_mask,108,43,366,337
masked (1645).jpg,1280,720,with_mask,391,243,833,680
masked (1646).jpg,800,480,with_mask,75,112,176,212
masked (1646).jpg,800,480,with_mask,269,159,372,260
masked (1646).jpg,800,480,with_mask,619,107,741,222
masked (1647).jpg,840,560,with_mask,298,154,546,463
masked (1648).jpg,1500,1000,with_mask,204,281,744,841
masked (1649).jpg,750,886,with_mask,238,147,543,480
masked (1650).jpg,1168,657,with_mask,464,197,678,411
masked (1651).jpg,800,480,with_mask,134,3,657,470
masked (1652).jpg,1000,750,with_mask,407,156,561,319
masked (1653).jpg,800,420,with_mask,315,93,559,409
masked (1654).jpg,1200,798,with_mask,180,120,272,236
masked (1654).jpg,1200,798,with_mask,108,296,194,405
masked (1654).jpg,1200,798,with_mask,338,60,430,197
masked (1654).jpg,1200,798,with_mask,526,147,684,308
masked (1654).jpg,1200,798,with_mask,939,215,1030,317
masked (1654).jpg,1200,798,with_mask,856,287,934,380
masked (1655).jpg,800,450,with_mask,172,14,477,364
masked (1656).jpg,1024,1024,with_mask,363,250,698,642
masked (1657).jpg,540,405,with_mask,72,77,170,177
masked (1657).jpg,540,405,with_mask,232,127,317,218
masked (1657).jpg,540,405,with_mask,365,117,462,199
masked (1658).jpg,1200,1600,with_mask,390,468,1012,1343
masked (1659).jpg,1100,734,with_mask,313,108,535,344
masked (1659).jpg,1100,734,with_mask,678,91,745,165
masked (1659).jpg,1100,734,with_mask,900,115,959,176
masked (1660).jpg,950,550,with_mask,181,86,830,547
masked (1661).jpg,640,360,with_mask,472,18,590,127
masked (1662).jpg,615,410,with_mask,333,141,424,229
masked (1662).jpg,615,410,with_mask,247,197,308,285
masked (1663).jpg,975,649,with_mask,321,106,570,366
masked (1664).jpg,1088,725,with_mask,418,98,584,260
masked (1665).jpg,1168,657,with_mask,484,197,678,403
masked (1666).jpg,720,480,with_mask,293,68,392,177
masked (1667).jpg,1600,900,with_mask,508,212,630,375
masked (1667).jpg,1600,900,with_mask,830,305,952,431
masked (1667).jpg,1600,900,with_mask,1204,254,1353,425
masked (1668).jpg,1920,1080,with_mask,1171,186,1495,513
masked (1669).jpg,950,534,with_mask,540,50,846,431
masked (1670).jpg,760,533,with_mask,126,191,252,329
masked (1671).jpg,800,420,with_mask,307,112,552,408
masked (1672).jpg,768,525,with_mask,359,90,520,325
masked (1673).jpg,1088,778,with_mask,480,295,782,638
masked (1674).jpg,600,316,with_mask,83,84,121,125
masked (1674).jpg,600,316,with_mask,280,58,319,98
masked (1674).jpg,600,316,with_mask,235,63,266,97
masked (1674).jpg,600,316,with_mask,310,143,352,186
masked (1674).jpg,600,316,with_mask,436,59,475,98
masked (1674).jpg,600,316,with_mask,544,44,593,90
masked (1674).jpg,600,316,without_mask,125,26,165,80
masked (1675).jpg,306,395,with_mask,48,76,205,284
masked (1676).jpg,493,335,with_mask,323,145,468,305
masked (1676).jpg,493,335,with_mask,13,62,90,152
masked (1677).jpg,1800,1200,with_mask,815,285,1130,625
masked (1678).jpg,696,521,with_mask,240,123,500,444
masked (1680).jpg,625,415,with_mask,151,61,221,148
masked (1681).jpg,1024,576,with_mask,318,155,513,424
masked (1682).jpg,1024,542,with_mask,503,173,818,528
masked (1682).jpg,1024,542,with_mask,282,90,434,286
masked (1683).jpg,1088,778,with_mask,476,276,796,638
masked (1684).jpg,2222,1667,with_mask,868,142,2155,1645
masked (1685).jpg,600,316,with_mask,87,87,123,126
masked (1685).jpg,600,316,with_mask,285,50,320,95
masked (1685).jpg,600,316,with_mask,444,59,475,102
masked (1685).jpg,600,316,with_mask,312,151,354,187
masked (1685).jpg,600,316,with_mask,544,42,594,89
masked (1685).jpg,600,316,with_mask,235,64,266,98
masked (1686).jpg,700,467,with_mask,324,116,522,314
masked (1687).jpg,1200,800,with_mask,709,311,1035,715
masked (1687).jpg,1200,800,with_mask,229,163,556,515
masked (1688).jpg,950,633,with_mask,207,74,547,549
masked (1690).jpg,1200,630,with_mask,164,230,384,462
masked (1690).jpg,1200,630,with_mask,642,233,824,411
masked (1690).jpg,1200,630,with_mask,943,371,1135,541
masked (1691).jpg,1392,788,with_mask,609,181,975,603
masked (1692).jpg,1200,628,with_mask,398,33,806,445
masked (1693).jpg,493,335,with_mask,215,67,282,156
masked (1694).jpg,1000,559,with_mask,398,132,620,392
masked (1695).jpg,640,360,with_mask,113,8,503,355
masked (1696).jpg,1140,641,with_mask,622,42,949,405
masked (1697).jpg,2000,1000,with_mask,950,100,1496,708
masked (1698).jpg,2560,1920,with_mask,1538,80,2293,866
masked (1698).jpg,2560,1920,with_mask,1582,1093,2293,1777
masked (1698).jpg,2560,1920,with_mask,368,1068,998,1739
masked (1698).jpg,2560,1920,with_mask,296,155,931,832
masked (1699).jpg,660,440,with_mask,114,86,254,252
masked (1699).jpg,660,440,with_mask,362,89,460,197
masked (1699).jpg,660,440,with_mask,507,74,583,159
masked (1700).jpg,1296,972,with_mask,150,270,605,769
masked (1701).jpg,1420,800,with_mask,232,82,582,484
masked (1702).jpg,636,358,with_mask,69,119,229,279
masked (1702).jpg,636,358,with_mask,379,93,556,282
masked (1703).jpg,600,338,with_mask,424,120,481,165
masked (1703).jpg,600,338,with_mask,433,35,471,73
masked (1703).jpg,600,338,with_mask,361,60,397,97
masked (1703).jpg,600,338,with_mask,237,84,289,136
masked (1703).jpg,600,338,with_mask,114,90,174,136
masked (1861).jpg,211,118,with_mask,99,52,129,88
masked (1861).jpg,211,118,with_mask,71,46,93,73
masked (1861).jpg,211,118,with_mask,9,58,45,92
masked (1861).jpg,211,118,with_mask,190,41,209,63
masked (1862).jpg,275,183,with_mask,117,41,180,116
masked (1862).jpg,275,183,without_mask,16,38,75,118
masked (1862).jpg,275,183,without_mask,202,39,253,107
masked (1863).jpg,275,183,with_mask,183,31,226,82
masked (1863).jpg,275,183,with_mask,51,63,86,113
masked (1863).jpg,275,183,with_mask,86,56,117,90
masked (1864).jpg,275,183,with_mask,8,21,64,85
masked (1864).jpg,275,183,with_mask,77,19,131,79
masked (1864).jpg,275,183,with_mask,142,20,202,81
masked (1864).jpg,275,183,with_mask,210,19,271,81
masked (1864).jpg,275,183,with_mask,9,103,63,167
masked (1864).jpg,275,183,with_mask,214,98,266,161
masked (1865).jpg,284,177,with_mask,120,26,156,69
masked (1865).jpg,284,177,with_mask,179,33,228,77
masked (1866).jpg,300,168,with_mask,13,8,63,62
masked (1866).jpg,300,168,with_mask,86,11,135,67
masked (1866).jpg,300,168,with_mask,159,9,212,66
masked (1866).jpg,300,168,with_mask,238,8,290,62
masked (1866).jpg,300,168,with_mask,233,101,287,166
masked (1866).jpg,300,168,with_mask,163,99,210,164
masked (1866).jpg,300,168,with_mask,91,102,136,163
masked (1866).jpg,300,168,with_mask,12,102,59,166
masked (1867).jpg,296,170,with_mask,139,19,185,66
masked (1868).jpg,275,183,with_mask,84,34,224,175
masked (1869).jpg,300,168,with_mask,62,64,147,161
masked (1870).jpg,310,163,with_mask,91,40,137,92
masked (1870).jpg,310,163,with_mask,159,37,213,88
masked (1871).jpg,300,168,with_mask,102,60,186,141
masked (1872).jpg,275,183,with_mask,87,42,197,161
masked (1873).jpg,259,195,with_mask,53,48,159,158
masked (1874).jpg,259,194,with_mask,57,53,163,175
masked (1875).jpg,297,170,with_mask,96,53,180,139
masked (1876).jpg,225,225,with_mask,69,67,175,200
masked (1877).jpg,259,194,with_mask,98,39,182,133
masked (1878).jpg,225,225,with_mask,89,40,177,166
masked (1879).jpg,225,225,with_mask,42,78,140,196
masked (1880).jpg,183,275,with_mask,38,85,146,250
masked (1881).jpg,299,168,with_mask,68,5,246,166
masked (1882).jpg,276,183,with_mask,65,81,108,132
masked (1882).jpg,276,183,with_mask,193,66,234,118
masked (1883).jpg,259,194,with_mask,24,36,115,142
masked (1883).jpg,259,194,without_mask,154,4,188,55
masked (1883).jpg,259,194,without_mask,209,21,239,65
masked (1884).jpg,275,183,with_mask,131,57,222,161
masked (1885).jpg,318,159,with_mask,21,64,92,151
masked (1885).jpg,318,159,with_mask,178,42,255,125
masked (1886).jpg,275,183,with_mask,95,32,133,88
masked (1886).jpg,275,183,with_mask,135,28,172,89
masked (1887).jpg,216,233,with_mask,54,64,153,180
masked (1888).jpg,300,168,with_mask,60,53,137,142
masked (1888).jpg,300,168,with_mask,154,58,231,134
masked (1888).jpg,300,168,with_mask,234,52,298,133
masked (1889).jpg,265,190,with_mask,177,57,227,107
masked (1890).jpg,299,168,with_mask,47,23,165,156
masked (1891).jpg,276,183,with_mask,94,93,147,153
masked (1891).jpg,276,183,with_mask,230,22,263,63
masked (1891).jpg,276,183,with_mask,148,43,176,77
masked (1891).jpg,276,183,with_mask,175,104,234,169
masked (1891).jpg,276,183,with_mask,40,67,77,120
masked (1891).jpg,276,183,with_mask,2,37,24,71
masked (1891).jpg,276,183,with_mask,3,9,30,36
masked (1891).jpg,276,183,without_mask,31,18,64,58
masked (1892).jpg,275,183,with_mask,106,44,146,93
masked (1893).jpg,225,225,with_mask,27,21,87,101
masked (1893).jpg,225,225,with_mask,142,23,198,101
masked (1893).jpg,225,225,with_mask,141,136,196,210
masked (1893).jpg,225,225,with_mask,29,140,86,217
masked (1894).jpg,229,220,with_mask,5,46,106,195
masked (1894).jpg,229,220,with_mask,126,45,222,192
masked (1895).jpg,275,183,with_mask,122,52,146,79
masked (1896).jpg,275,183,with_mask,114,74,159,136
masked (1896).jpg,275,183,with_mask,179,103,214,148
masked (1897).jpg,259,194,with_mask,114,57,186,143
masked (1898).jpg,262,193,with_mask,140,44,188,104
masked (1899).jpg,294,171,with_mask,224,64,260,109
masked (1899).jpg,294,171,with_mask,183,53,214,93
masked (1899).jpg,294,171,with_mask,129,63,169,109
masked (1899).jpg,294,171,with_mask,46,48,69,77
masked (1899).jpg,294,171,with_mask,65,36,85,63
masked (1899).jpg,294,171,with_mask,4,48,26,76
masked (1899).jpg,294,171,with_mask,31,37,47,66
masked (1899).jpg,294,171,with_mask,94,38,113,61
masked (1900).jpg,176,287,with_mask,41,15,148,195
masked (1901).jpg,275,183,with_mask,226,44,253,78
masked (1902).jpg,268,188,with_mask,108,59,143,103
masked (1903).jpg,257,196,with_mask,31,16,208,195
masked (1904).jpg,300,168,with_mask,161,29,206,76
masked (1904).jpg,300,168,with_mask,51,47,102,103
masked (1905).jpg,259,194,with_mask,68,32,209,185
masked (1906).jpg,275,183,with_mask,14,51,41,80
masked (1906).jpg,275,183,with_mask,37,64,59,96
masked (1906).jpg,275,183,with_mask,61,69,92,108
masked (1906).jpg,275,183,with_mask,98,60,131,103
masked (1906).jpg,275,183,with_mask,150,39,179,78
masked (1906).jpg,275,183,with_mask,155,76,191,122
masked (1906).jpg,275,183,with_mask,226,86,261,131
masked (1907).jpg,279,181,with_mask,92,38,162,131
masked (1907).jpg,279,181,without_mask,207,73,270,160
masked (1908).jpg,275,183,with_mask,106,69,175,155
masked (1909).jpg,304,166,with_mask,158,30,264,138
masked (1910).jpg,303,166,with_mask,65,32,129,95
masked (1911).jpg,300,168,with_mask,65,6,91,29
masked (1911).jpg,300,168,with_mask,10,19,35,44
masked (1911).jpg,300,168,with_mask,66,48,98,79
masked (1911).jpg,300,168,with_mask,24,102,52,136
masked (1911).jpg,300,168,with_mask,2,119,29,160
masked (1911).jpg,300,168,with_mask,154,108,190,144
masked (1911).jpg,300,168,with_mask,137,34,167,69
masked (1911).jpg,300,168,with_mask,189,1,210,28
masked (1911).jpg,300,168,with_mask,214,2,236,32
masked (1911).jpg,300,168,with_mask,267,78,292,106
masked (1911).jpg,300,168,with_mask,256,16,279,45
masked (1911).jpg,300,168,with_mask,182,47,206,77
masked (1911).jpg,300,168,with_mask,102,141,125,166
masked (1911).jpg,300,168,with_mask,132,8,158,31
masked (1911).jpg,300,168,without_mask,17,41,45,73
masked (1912).jpg,299,168,with_mask,161,41,243,126
masked (1913).jpg,275,183,with_mask,94,54,154,115
masked (1914).jpg,259,194,with_mask,11,82,28,107
masked (1914).jpg,259,194,with_mask,44,86,77,119
masked (1914).jpg,259,194,with_mask,113,119,141,156
masked (1914).jpg,259,194,with_mask,189,115,213,154
masked (1914).jpg,259,194,with_mask,232,87,254,114
masked (1914).jpg,259,194,with_mask,153,70,171,95
masked (1914).jpg,259,194,with_mask,178,76,196,99
masked (1914).jpg,259,194,with_mask,194,61,213,83
masked (1915).jpg,144,105,with_mask,65,41,86,66
masked (1915).jpg,144,105,with_mask,79,7,98,33
masked (1915).jpg,144,105,with_mask,30,63,57,95
masked (1915).jpg,144,105,with_mask,117,59,140,87
masked (1915).jpg,144,105,with_mask,105,31,123,56
masked (1915).jpg,144,105,with_mask,15,22,36,50
masked (3).jpg,121,164,with_mask,8,12,120,161
masked (4).jpg,89,112,with_mask,2,2,84,110
masked (5).jpg,218,318,with_mask,2,3,206,300
masked (6).jpg,244,359,with_mask,4,12,234,356
masked (7).jpg,241,365,with_mask,1,10,235,357
masked (8).jpg,132,184,with_mask,0,10,127,179
masked (9).jpg,253,397,with_mask,2,31,250,394
pra1.jpg,3456,4608,with_mask,1520,1237,3217,3519
pra2.jpg,3456,4608,with_mask,988,969,3404,3936
pra3.jpg,3456,4608,with_mask,2115,1282,2633,3183
prajna.jpg,3456,4608,with_mask,902,1088,1610,1230
unmasked (1250).jpg,320,433,without_mask,71,156,256,375
unmasked (1251).jpg,320,433,without_mask,54,86,271,350
unmasked (1252).jpg,232,217,without_mask,43,24,192,203
unmasked (1253).jpg,589,439,without_mask,152,121,323,311
unmasked (1255).jpg,183,275,without_mask,31,64,160,242
unmasked (1256).jpg,274,366,without_mask,52,91,206,282
unmasked (1257).jpg,225,224,without_mask,69,71,162,180
unmasked (1260).jpg,184,274,without_mask,58,40,134,157
unmasked (1261).jpg,320,428,without_mask,59,105,262,373
unmasked (1262).jpg,512,594,without_mask,74,46,382,432
unmasked (1263).jpg,322,436,without_mask,26,155,254,392
unmasked (1264).jpg,236,285,without_mask,75,33,189,213
unmasked (1265).jpg,320,428,without_mask,75,143,275,359
